Time,Price,Volume
1775779203.20188,3780,4951400
1775779205.20732,3779,4959700
1775779207.21127,3789,5101600
1775779209.21547,3799,5142300
1775779211.2201,3775,5178400
1775779213.2414,3773,5209600
1775779215.2589,3781,5221200
1775779217.28052,3772,5234400
1775779219.2842,3778,5246300
1775779221.304,3776,5257500
1775779223.30899,3772,5274200
1775779225.314,3769,5277600
1775779227.335,3766,5289500
1775779229.3408,3767,5298200
1775779231.34677,3765,5306000
1775779233.36655,3766,5319100
1775779235.38792,3772,5348400
1775779237.39345,3769,5362000
1775779239.41549,3769,5369300
1775779241.42133,3768,5374300
1775779243.42511,3767,5393300
1775779245.44647,3771,5407200
1775779247.46595,3771,5416400
1775779249.47089,3772,5423300
1775779251.4927,3770,5432800
1775779253.51176,3770,5442300
1775779255.50131,3778,5465600
1775779257.50706,3784,5505500
1775779259.51726,3779,5527400
1775779261.52833,3780,5531700
1775779263.53077,3773,5550000
1775779265.53525,3776,5556600
1775779267.55733,3775,5562700
1775779269.56114,3777,5565500
1775779271.56604,3771,5579200
1775779273.58517,3768,5608100
1775779275.60675,3770,5653900
1775779277.6115,3773,5657200
1775779279.6321,3772,5663500
1775779281.63699,3771,5667700
1775779283.62672,3772,5674500
1775779285.63238,3774,5706800
1775779287.63734,3773,5711200
1775779289.64281,3782,5738300
1775779291.66495,3783,5742400
1775779293.68444,3781,5760400
1775779295.68871,3783,5768900
1775779297.70939,3785,5776400
1775779299.72851,3787,5818500
1775779301.73416,3788,5826300
1775779303.74019,3784,5829900
1775779305.7596,3786,5854900
1775779307.78107,3786,5869200
1775779309.78713,3780,5887900
1775779311.80759,3782,5900700
1775779313.79842,3782,5901900
1775779315.81833,3783,5906600
1775779317.83916,3784,5907700
1775779319.84316,3785,5908100
1775779321.84851,3787,5911400
1775779323.87047,3785,5919200
1775779325.87472,3788,5979400
1775779327.87913,3787,5986800
1775779329.89982,3787,5996400
1775779331.91867,3787,6004200
1775779333.92449,3784,6017100
1775779335.9411,3785,6018300
1775779337.96161,3786,6019700
1775779339.98243,3786,6020500
1775779341.98848,3786,6045900
1775779344.00766,3784,6049800
1775779346.0153,3786,6058800
1775779348.00461,3795,6108900
1775779350.02592,3795,6113000
1775779352.03038,3795,6121500
1775779354.03661,3794,6125100
1775779356.05531,3792,6131300
1775779358.0611,3791,6138600
1775779360.06817,3791,6146500
1775779362.08625,3789,6181300
1775779364.09373,3789,6195800
1775779366.09683,3789,6200800
1775779368.11988,3789,6205900
1775779370.1245,3787,6210300
1775779372.12998,3790,6223400
1775779374.15058,3791,6224500
1775779376.17164,3791,6226200
1775779378.17797,3793,6242100
1775779380.19945,3791,6250100
1775779382.20357,3791,6250100
1775779384.21,3790,6265000
1775779386.23108,3790,6271400
1775779388.23715,3789,6275200
1775779390.2567,3787,6338400
1775779392.27795,3789,6345900
1775779394.28379,3790,6351200
1775779396.30296,3791,6359100
1775779398.32416,3791,6367800
1775779400.32988,3790,6368000
1775779402.35018,3790,6372900
1775779404.36967,3790,6380500
1775779406.38925,3790,6387600
1775779408.38028,3788,6390300
1775779410.40059,3790,6393400
1775779412.40552,3787,6400300
1775779414.40666,3788,6402100
1775779416.39539,3784,6429800
1775779418.41583,3784,6431900
1775779420.4367,3786,6439800
1775779422.43999,3787,6447300
1775779424.45987,3785,6457200
1775779426.4796,3787,6463300
1775779428.4828,3788,6464800
1775779430.48785,3789,6465400
1775779432.51014,3792,6530600
1775779434.53087,3789,6537000
1775779436.53582,3792,6549800
1775779438.54063,3790,6554600
1775779440.54613,3791,6560600
1775779442.54791,3794,6577200
1775779444.57332,3793,6586900
1775779446.57766,3792,6590200
1775779448.58423,3794,6604600
1775779450.60408,3792,6616000
1775779452.60961,3791,6628000
1775779454.61407,3791,6631400
1775779456.63677,3791,6635200
1775779458.64191,3793,6638100
1775779460.66139,3793,6647200
1775779462.68371,3793,6652300
1775779464.68837,3792,6653400
1775779466.70771,3792,6656500
1775779468.71233,3792,6659900
1775779470.71917,3792,6660900
1775779472.72061,3788,6676600
1775779474.74469,3790,6694300
1775779476.7495,3789,6696300
1775779478.75385,3788,6697100
1775779480.77557,3787,6703400
1775779482.78001,3783,6751700
1775779484.78658,3783,6753000
1775779486.80762,3781,6759200
1775779488.81299,3783,6777500
1775779490.80125,3782,6778100
1775779492.80668,3780,6808000
1775779494.82628,3776,6818400
1775779496.81812,3774,6835000
1775779498.83816,3775,6838800
1775779500.84312,3775,6841700
1775779502.84758,3780,6866500
1775779504.86913,3780,6872400
1775779506.87474,3782,6876900
1775779508.88137,3782,6881800
1775779510.90177,3778,6888200
1775779512.9079,3778,6892500
1775779514.92694,3777,6894600
1775779516.94926,3777,6907800
1775779518.95301,3778,6908600
1775779520.95885,3777,6909300
1775779522.97981,3776,6911900
1775779525.00087,3776,6914200
1775779527.00517,3777,6925800
1775779529.00991,3778,6930200
1775779531.01587,3776,6931500
1775779533.01785,3777,6931800
1775779535.04229,3777,6933600
1775779537.04864,3778,6936000
1775779539.06901,3778,6936300
1775779541.09037,3787,6999600
1775779543.09418,3788,7021300
1775779545.10013,3789,7023400
1775779547.12069,3788,7029500
1775779549.12423,3788,7030800
1775779551.12962,3788,7042700
1775779553.14955,3787,7048200
1775779555.17047,3786,7049400
1775779557.17516,3782,7057200
1775779559.19588,3781,7058500
1775779561.20187,3780,7060100
1775779563.20463,3780,7065300
1775779565.22615,3779,7070100
1775779567.24708,3776,7096300
1775779569.25219,3775,7103700
1775779571.2715,3772,7133300
1775779573.29266,3769,7173600
1775779575.29713,3768,7188900
1775779577.30305,3773,7198700
1775779579.32538,3769,7201500
1775779581.33188,3769,7203000
1775779583.35057,3768,7207100
1775779585.37126,3767,7208100
1775779587.37566,3767,7210700
1775779589.3798,3767,7212400
1775779591.399,3767,7212500
1775779593.40458,3766,7213800
1775779595.40717,3765,7230600
1775779597.43045,3764,7236900
1775779599.43453,3765,7237900
1775779601.44042,3765,7242400
1775779603.4603,3764,7244800
1775779605.48202,3763,7249000
1775779607.4863,3762,7251200
1775779609.50725,3759,7305500
1775779611.52827,3760,7317800
1775779613.53333,3764,7324400
1775779615.55304,3763,7336600
1775779617.57394,3764,7342400
1775779619.57858,3762,7348500
1775779621.58415,3761,7350200
1775779623.5899,3760,7370700
1775779625.59456,3757,7373700
1775779627.61337,3755,7409700
1775779629.63239,3754,7412200
1775779631.63675,3752,7430800
1775779633.64475,3753,7435000
1775779635.66356,3753,7449600
1775779637.68489,3755,7451800
1775779639.68899,3754,7466100
1775779641.71096,3753,7475000
1775779643.71668,3755,7489200
