Time,Price,Volume
1775626620.13895,3838,41064400
1775626622.12786,3838,41065300
1775626624.13284,3838,41068100
1775626626.13389,3838,41068100
1775626628.14299,3837,41069700
1775626630.1623,3838,41069800
1775626632.18089,3837,41070300
1775626634.19265,3837,41070300
1775626636.19291,3837,41073300
1775626638.21009,3837,41073600
1775626640.21978,3837,41074400
1775626642.20975,3836,41081200
1775626644.2167,3835,41082000
1775626646.20653,3835,41084400
1775626648.22518,3835,41084800
1775626650.22511,3835,41085100
1775626652.2347,3834,41089000
1775626654.23603,3834,41089200
1775626656.25176,3834,41089200
1775626658.26704,3834,41089200
1775626660.28203,3834,41089600
1775626662.28371,3834,41089600
1775626664.29126,3834,41091400
1775626666.29833,3834,41091400
1775626668.30606,3835,41095200
1775626670.30871,3835,41095500
1775626672.29842,3837,41098800
1775626674.31451,3837,41099100
1775626676.32686,3837,41105300
1775626678.33061,3837,41105300
1775626680.33451,3836,41106700
1775626682.33723,3835,41107800
1775626684.34198,3835,41107800
1775626686.33226,3835,41107800
1775626688.33663,3835,41107800
1775626690.34257,3835,41107900
1775626692.34582,3834,41110800
1775626694.35916,3835,41111400
1775626696.34669,3835,41111800
1775626698.34901,3836,41112900
1775626700.35227,3836,41112900
1775626702.35633,3836,41112900
1775626704.36192,3835,41115700
1775626706.36576,3835,41115700
1775626708.36784,3835,41120200
1775626710.38101,3835,41120200
1775626712.37835,3835,41122700
1775626714.39058,3835,41122900
1775626716.38135,3835,41123000
1775626718.3836,3835,41123000
1775626720.39233,3834,41123400
1775626722.39582,3834,41123400
1775626724.39862,3835,41125500
1775626726.40268,3835,41125500
1775626728.40746,3835,41128800
1775626730.4272,3834,41129800
1775626732.43866,3834,41129900
1775626734.42407,3834,41129900
1775626736.44007,3834,41130000
1775626738.44657,3834,41130700
1775626740.44064,3834,41130800
1775626742.44861,3834,41132700
1775626744.45295,3834,41134700
1775626746.44067,3833,41142400
1775626748.46041,3832,41142600
1775626750.465,3832,41143500
1775626752.45583,3832,41143500
1775626754.46916,3832,41143700
1775626756.45651,3832,41143700
1775626758.45879,3832,41143700
1775626760.46127,3832,41143700
1775626762.4662,3834,41150700
1775626764.46011,3833,41155100
1775626766.47541,3833,41155600
1775626768.47659,3833,41156000
1775626770.47707,3833,41156300
1775626772.48189,3833,41156300
1775626774.48592,3833,41156300
1775626776.50271,3833,41161500
1775626778.50726,3833,41164300
1775626780.51125,3833,41164300
1775626782.50323,3832,41164700
1775626784.50617,3834,41173100
1775626786.5134,3834,41174700
1775626788.51713,3834,41174700
1775626790.53312,3834,41174700
1775626792.53563,3833,41174800
1775626794.54074,3833,41174800
1775626796.54175,3833,41175300
1775626798.54548,3834,41175400
1775626800.53505,3834,41177300
1775626802.55713,3834,41178700
1775626804.56486,3834,41179400
1775626806.58482,3835,41180200
1775626808.58669,3836,41186900
1775626810.59043,3836,41188900
1775626812.59261,3836,41189000
1775626814.58215,3836,41189300
1775626816.58383,3836,41189500
1775626818.58629,3836,41189500
1775626820.59136,3836,41189500
1775626822.58476,3836,41189500
1775626824.59147,3837,41189800
1775626826.58511,3836,41189900
1775626828.59125,3837,41190500
1775626830.58204,3837,41190500
1775626832.59033,3836,41190600
1775626834.59422,3836,41190600
1775626836.57978,3836,41190700
1775626838.5957,3836,41190700
1775626840.59558,3836,41190700
1775626842.61333,3836,41192000
1775626844.63379,3836,41202300
1775626846.62909,3836,41202700
1775626848.6434,3836,41202700
1775626850.66431,3836,41204400
1775626852.68022,3836,41204400
1775626854.70036,3836,41204400
1775626856.70119,3835,41204500
1775626858.69031,3835,41211900
1775626860.71108,3836,41211900
1775626862.71926,3836,41214000
1775626864.71038,3838,41221400
